Index,Body_Part,Occupational_Group,Impairment_Code,Variant
2266,PERIPH-UE,290,13.12.02.XX,G
2267,PERIPH-UE,310,13.12.02.XX,F
2268,PERIPH-UE,311,13.12.02.XX,G
2269,PERIPH-UE,320,13.12.02.XX,H
2270,PERIPH-UE,321,13.12.02.XX,G
2271,PERIPH-UE,322,13.12.02.XX,G
2272,PERIPH-UE,330,13.12.02.XX,G
2273,PERIPH-UE,331,13.12.02.XX,F
2274,PERIPH-UE,332,13.12.02.XX,F
2275,PERIPH-UE,340,13.12.02.XX,F
2276,PERIPH-UE,341,13.12.02.XX,F
2277,PERIPH-UE,350,13.12.02.XX,G
2278,PERIPH-UE,351,13.12.02.XX,G
2279,PERIPH-UE,360,13.12.02.XX,G
2280,PERIPH-UE,370,13.12.02.XX,H
2281,PERIPH-UE,380,13.12.02.XX,H
2282,PERIPH-UE,390,13.12.02.XX,G
2283,PERIPH-UE,420,13.12.02.XX,H
2284,PERIPH-UE,430,13.12.02.XX,H
2285,PERIPH-UE,460,13.12.02.XX,G
2286,PERIPH-UE,470,13.12.02.XX,H
2287,PERIPH-UE,480,13.12.02.XX,G
2288,PERIPH-UE,481,13.12.02.XX,H
2289,PERIPH-UE,482,13.12.02.XX,J
2290,PERIPH-UE,490,13.12.02.XX,I
2291,PERIPH-UE,491,13.12.02.XX,G
2292,PERIPH-UE,492,13.12.02.XX,H
2293,PERIPH-UE,493,13.12.02.XX,H
2294,PERIPH-UE,560,13.12.02.XX,H
2295,PERIPH-UE,590,13.12.02.XX,J
2296,PERIPH-LE,110,13.12.03.XX,D
2297,PERIPH-LE,111,13.12.03.XX,D
2298,PERIPH-LE,112,13.12.03.XX,C
2299,PERIPH-LE,120,13.12.03.XX,C
2300,PERIPH-LE,210,13.12.03.XX,E
2301,PERIPH-LE,211,13.12.03.XX,E
2302,PERIPH-LE,212,13.12.03.XX,E
2303,PERIPH-LE,213,13.12.03.XX,F
2304,PERIPH-LE,214,13.12.03.XX,F
2305,PERIPH-LE,220,13.12.03.XX,E
2306,PERIPH-LE,221,13.12.03.XX,E
2307,PERIPH-LE,230,13.12.03.XX,E
2308,PERIPH-LE,240,13.12.03.XX,E
2309,PERIPH-LE,250,13.12.03.XX,F
2310,PERIPH-LE,251,13.12.03.XX,E
2311,PERIPH-LE,290,13.12.03.XX,E
2312,PERIPH-LE,310,13.12.03.XX,F
2313,PERIPH-LE,311,13.12.03.XX,F
2314,PERIPH-LE,320,13.12.03.XX,F
2315,PERIPH-LE,321,13.12.03.XX,F
2316,PERIPH-LE,322,13.12.03.XX,F
2317,PERIPH-LE,330,13.12.03.XX,F
2318,PERIPH-LE,331,13.12.03.XX,F
2319,PERIPH-LE,332,13.12.03.XX,F
2320,PERIPH-LE,340,13.12.03.XX,G
2321,PERIPH-LE,341,13.12.03.XX,G
2322,PERIPH-LE,350,13.12.03.XX,G
2323,PERIPH-LE,351,13.12.03.XX,G
2324,PERIPH-LE,360,13.12.03.XX,G
2325,PERIPH-LE,370,13.12.03.XX,G
2326,PERIPH-LE,380,13.12.03.XX,I
2327,PERIPH-LE,390,13.12.03.XX,H
2328,PERIPH-LE,420,13.12.03.XX,G
2329,PERIPH-LE,430,13.12.03.XX,H
2330,PERIPH-LE,460,13.12.03.XX,H
2331,PERIPH-LE,470,13.12.03.XX,H
2332,PERIPH-LE,480,13.12.03.XX,H
2333,PERIPH-LE,481,13.12.03.XX,I
2334,PERIPH-LE,482,13.12.03.XX,J
2335,PERIPH-LE,490,13.12.03.XX,I
2336,PERIPH-LE,491,13.12.03.XX,H
2337,PERIPH-LE,492,13.12.03.XX,I
2338,PERIPH-LE,493,13.12.03.XX,I
2339,PERIPH-LE,560,13.12.03.XX,I
2340,PERIPH-LE,590,13.12.03.XX,J
2341,PSYCHIATRIC,110,14.01.00.00,J
2342,PSYCHIATRIC,111,14.01.00.00,I
2343,PSYCHIATRIC,112,14.01.00.00,I
2344,PSYCHIATRIC,120,14.01.00.00,H
2345,PSYCHIATRIC,210,14.01.00.00,I
2346,PSYCHIATRIC,211,14.01.00.00,H
2347,PSYCHIATRIC,212,14.01.00.00,J
2348,PSYCHIATRIC,213,14.01.00.00,I
2349,PSYCHIATRIC,214,14.01.00.00,I
2350,PSYCHIATRIC,220,14.01.00.00,J
2351,PSYCHIATRIC,221,14.01.00.00,F
2352,PSYCHIATRIC,230,14.01.00.00,F
2353,PSYCHIATRIC,240,14.01.00.00,G
2354,PSYCHIATRIC,250,14.01.00.00,H
2355,PSYCHIATRIC,251,14.01.00.00,I
2356,PSYCHIATRIC,290,14.01.00.00,H
2357,PSYCHIATRIC,310,14.01.00.00,I
2358,PSYCHIATRIC,311,14.01.00.00,J
2359,PSYCHIATRIC,320,14.01.00.00,H
2360,PSYCHIATRIC,321,14.01.00.00,F
2361,PSYCHIATRIC,322,14.01.00.00,G
2362,PSYCHIATRIC,330,14.01.00.00,F
2363,PSYCHIATRIC,331,14.01.00.00,F
2364,PSYCHIATRIC,332,14.01.00.00,G
2365,PSYCHIATRIC,340,14.01.00.00,D
2366,PSYCHIATRIC,341,14.01.00.00,D
2367,PSYCHIATRIC,350,14.01.00.00,H
2368,PSYCHIATRIC,351,14.01.00.00,G
2369,PSYCHIATRIC,360,14.01.00.00,E
2370,PSYCHIATRIC,370,14.01.00.00,H
2371,PSYCHIATRIC,380,14.01.00.00,H
2372,PSYCHIATRIC,390,14.01.00.00,H
2373,PSYCHIATRIC,420,14.01.00.00,F
2374,PSYCHIATRIC,430,14.01.00.00,G
2375,PSYCHIATRIC,460,14.01.00.00,E
2376,PSYCHIATRIC,470,14.01.00.00,H
2377,PSYCHIATRIC,480,14.01.00.00,E
2378,PSYCHIATRIC,481,14.01.00.00,H
2379,PSYCHIATRIC,482,14.01.00.00,I
2380,PSYCHIATRIC,490,14.01.00.00,J
2381,PSYCHIATRIC,491,14.01.00.00,D
2382,PSYCHIATRIC,492,14.01.00.00,E
2383,PSYCHIATRIC,493,14.01.00.00,H
2384,PSYCHIATRIC,560,14.01.00.00,D
2385,PSYCHIATRIC,590,14.01.00.00,I
2386,SPINE-DRE-ROM,110,15.01--15.03,C
2387,SPINE-DRE-ROM,111,15.01--15.03,C
2388,SPINE-DRE-ROM,112,15.01--15.03,D
2389,SPINE-DRE-ROM,120,15.01--15.03,D
2390,SPINE-DRE-ROM,210,15.01--15.03,D
2391,SPINE-DRE-ROM,211,15.01--15.03,D
2392,SPINE-DRE-ROM,212,15.01--15.03,E
2393,SPINE-DRE-ROM,213,15.01--15.03,F
2394,SPINE-DRE-ROM,214,15.01--15.03,F
2395,SPINE-DRE-ROM,220,15.01--15.03,E
2396,SPINE-DRE-ROM,221,15.01--15.03,E
2397,SPINE-DRE-ROM,230,15.01--15.03,E
2398,SPINE-DRE-ROM,240,15.01--15.03,E
2399,SPINE-DRE-ROM,250,15.01--15.03,F
2400,SPINE-DRE-ROM,251,15.01--15.03,E
2401,SPINE-DRE-ROM,290,15.01--15.03,E
2402,SPINE-DRE-ROM,310,15.01--15.03,F
2403,SPINE-DRE-ROM,311,15.01--15.03,G
2404,SPINE-DRE-ROM,320,15.01--15.03,F
2405,SPINE-DRE-ROM,321,15.01--15.03,F
2406,SPINE-DRE-ROM,322,15.01--15.03,F
2407,SPINE-DRE-ROM,330,15.01--15.03,F
2408,SPINE-DRE-ROM,331,15.01--15.03,F
2409,SPINE-DRE-ROM,332,15.01--15.03,F
2410,SPINE-DRE-ROM,340,15.01--15.03,G
2411,SPINE-DRE-ROM,341,15.01--15.03,G
2412,SPINE-DRE-ROM,350,15.01--15.03,G
2413,SPINE-DRE-ROM,351,15.01--15.03,G
2414,SPINE-DRE-ROM,360,15.01--15.03,G
2415,SPINE-DRE-ROM,370,15.01--15.03,G
2416,SPINE-DRE-ROM,380,15.01--15.03,H
2417,SPINE-DRE-ROM,390,15.01--15.03,G
2418,SPINE-DRE-ROM,420,15.01--15.03,H
2419,SPINE-DRE-ROM,430,15.01--15.03,H
2420,SPINE-DRE-ROM,460,15.01--15.03,H
2421,SPINE-DRE-ROM,470,15.01--15.03,H
2422,SPINE-DRE-ROM,480,15.01--15.03,I
2423,SPINE-DRE-ROM,481,15.01--15.03,I
2424,SPINE-DRE-ROM,482,15.01--15.03,J
2425,SPINE-DRE-ROM,490,15.01--15.03,I
2426,SPINE-DRE-ROM,491,15.01--15.03,H
2427,SPINE-DRE-ROM,492,15.01--15.03,I
2428,SPINE-DRE-ROM,493,15.01--15.03,H
2429,SPINE-DRE-ROM,560,15.01--15.03,J
2430,SPINE-DRE-ROM,590,15.01--15.03,J
2431,CORTIC-ONE UE,110,15.04.01.00,E
2432,CORTIC-ONE UE,111,15.04.01.00,G
2433,CORTIC-ONE UE,112,15.04.01.00,H
2434,CORTIC-ONE UE,120,15.04.01.00,H
2435,CORTIC-ONE UE,210,15.04.01.00,E
2436,CORTIC-ONE UE,211,15.04.01.00,G
2437,CORTIC-ONE UE,212,15.04.01.00,F
2438,CORTIC-ONE UE,213,15.04.01.00,E
2439,CORTIC-ONE UE,214,15.04.01.00,G
2440,CORTIC-ONE UE,220,15.04.01.00,H
2441,CORTIC-ONE UE,221,15.04.01.00,G
2442,CORTIC-ONE UE,230,15.04.01.00,G
2443,CORTIC-ONE UE,240,15.04.01.00,E
2444,CORTIC-ONE UE,250,15.04.01.00,F
2445,CORTIC-ONE UE,251,15.04.01.00,F
2446,CORTIC-ONE UE,290,15.04.01.00,G
2447,CORTIC-ONE UE,310,15.04.01.00,F
2448,CORTIC-ONE UE,311,15.04.01.00,G
2449,CORTIC-ONE UE,320,15.04.01.00,H
2450,CORTIC-ONE UE,321,15.04.01.00,G
2451,CORTIC-ONE UE,322,15.04.01.00,G
2452,CORTIC-ONE UE,330,15.04.01.00,G
2453,CORTIC-ONE UE,331,15.04.01.00,F
2454,CORTIC-ONE UE,332,15.04.01.00,F
2455,CORTIC-ONE UE,340,15.04.01.00,F
2456,CORTIC-ONE UE,341,15.04.01.00,F
2457,CORTIC-ONE UE,350,15.04.01.00,G
2458,CORTIC-ONE UE,351,15.04.01.00,G
2459,CORTIC-ONE UE,360,15.04.01.00,G
2460,CORTIC-ONE UE,370,15.04.01.00,H
2461,CORTIC-ONE UE,380,15.04.01.00,H
2462,CORTIC-ONE UE,390,15.04.01.00,G
2463,CORTIC-ONE UE,420,15.04.01.00,H
2464,CORTIC-ONE UE,430,15.04.01.00,H
2465,CORTIC-ONE UE,460,15.04.01.00,G
2466,CORTIC-ONE UE,470,15.04.01.00,H
2467,CORTIC-ONE UE,480,15.04.01.00,G
2468,CORTIC-ONE UE,481,15.04.01.00,H
2469,CORTIC-ONE UE,482,15.04.01.00,J
2470,CORTIC-ONE UE,490,15.04.01.00,I
2471,CORTIC-ONE UE,491,15.04.01.00,G
2472,CORTIC-ONE UE,492,15.04.01.00,H
2473,CORTIC-ONE UE,493,15.04.01.00,H
2474,CORTIC-ONE UE,560,15.04.01.00,H
2475,CORTIC-ONE UE,590,15.04.01.00,J
2476,CORTIC-TWO UE,110,15.04.02.00,E
2477,CORTIC-TWO UE,111,15.04.02.00,G
2478,CORTIC-TWO UE,112,15.04.02.00,H
2479,CORTIC-TWO UE,120,15.04.02.00,H
2480,CORTIC-TWO UE,210,15.04.02.00,E
2481,CORTIC-TWO UE,211,15.04.02.00,G
2482,CORTIC-TWO UE,212,15.04.02.00,F
2483,CORTIC-TWO UE,213,15.04.02.00,E
2484,CORTIC-TWO UE,214,15.04.02.00,G
2485,CORTIC-TWO UE,220,15.04.02.00,H
2486,CORTIC-TWO UE,221,15.04.02.00,G
2487,CORTIC-TWO UE,230,15.04.02.00,G
2488,CORTIC-TWO UE,240,15.04.02.00,E
2489,CORTIC-TWO UE,250,15.04.02.00,F
2490,CORTIC-TWO UE,251,15.04.02.00,F
2491,CORTIC-TWO UE,290,15.04.02.00,G
2492,CORTIC-TWO UE,310,15.04.02.00,F
2493,CORTIC-TWO UE,311,15.04.02.00,G
2494,CORTIC-TWO UE,320,15.04.02.00,H
2495,CORTIC-TWO UE,321,15.04.02.00,G
2496,CORTIC-TWO UE,322,15.04.02.00,G
2497,CORTIC-TWO UE,330,15.04.02.00,G
2498,CORTIC-TWO UE,331,15.04.02.00,F
2499,CORTIC-TWO UE,332,15.04.02.00,F
2500,CORTIC-TWO UE,340,15.04.02.00,F
2501,CORTIC-TWO UE,341,15.04.02.00,F
2502,CORTIC-TWO UE,350,15.04.02.00,G
2503,CORTIC-TWO UE,351,15.04.02.00,G
2504,CORTIC-TWO UE,360,15.04.02.00,G
2505,CORTIC-TWO UE,370,15.04.02.00,H
2506,CORTIC-TWO UE,380,15.04.02.00,H
2507,CORTIC-TWO UE,390,15.04.02.00,G
2508,CORTIC-TWO UE,420,15.04.02.00,H
2509,CORTIC-TWO UE,430,15.04.02.00,H
2510,CORTIC-TWO UE,460,15.04.02.00,G
2511,CORTIC-TWO UE,470,15.04.02.00,H
2512,CORTIC-TWO UE,480,15.04.02.00,G
2513,CORTIC-TWO UE,481,15.04.02.00,H
2514,CORTIC-TWO UE,482,15.04.02.00,J
2515,CORTIC-TWO UE,490,15.04.02.00,I
2516,CORTIC-TWO UE,491,15.04.02.00,G
2517,CORTIC-TWO UE,492,15.04.02.00,H
2518,CORTIC-TWO UE,493,15.04.02.00,H
2519,CORTIC-TWO UE,560,15.04.02.00,H
2520,CORTIC-TWO UE,590,15.04.02.00,J
2521,CORTIC-GAIT,110,15.04.03.00,D
2522,CORTIC-GAIT,111,15.04.03.00,D
2523,CORTIC-GAIT,112,15.04.03.00,C
2524,CORTIC-GAIT,120,15.04.03.00,C
2525,CORTIC-GAIT,210,15.04.03.00,E
2526,CORTIC-GAIT,211,15.04.03.00,E
2527,CORTIC-GAIT,212,15.04.03.00,E
2528,CORTIC-GAIT,213,15.04.03.00,F
2529,CORTIC-GAIT,214,15.04.03.00,F
2530,CORTIC-GAIT,220,15.04.03.00,E
2531,CORTIC-GAIT,221,15.04.03.00,E
2532,CORTIC-GAIT,230,15.04.03.00,E
2533,CORTIC-GAIT,240,15.04.03.00,E
2534,CORTIC-GAIT,250,15.04.03.00,F
2535,CORTIC-GAIT,251,15.04.03.00,E
2536,CORTIC-GAIT,290,15.04.03.00,E
2537,CORTIC-GAIT,310,15.04.03.00,F
2538,CORTIC-GAIT,311,15.04.03.00,F
2539,CORTIC-GAIT,320,15.04.03.00,F
2540,CORTIC-GAIT,321,15.04.03.00,F
2541,CORTIC-GAIT,322,15.04.03.00,F
2542,CORTIC-GAIT,330,15.04.03.00,F
2543,CORTIC-GAIT,331,15.04.03.00,F
2544,CORTIC-GAIT,332,15.04.03.00,F
2545,CORTIC-GAIT,340,15.04.03.00,G
2546,CORTIC-GAIT,341,15.04.03.00,G
2547,CORTIC-GAIT,350,15.04.03.00,G
2548,CORTIC-GAIT,351,15.04.03.00,G
2549,CORTIC-GAIT,360,15.04.03.00,G
2550,CORTIC-GAIT,370,15.04.03.00,G
2551,CORTIC-GAIT,380,15.04.03.00,I
2552,CORTIC-GAIT,390,15.04.03.00,H
2553,CORTIC-GAIT,420,15.04.03.00,G
2554,CORTIC-GAIT,430,15.04.03.00,H
2555,CORTIC-GAIT,460,15.04.03.00,H
2556,CORTIC-GAIT,470,15.04.03.00,H
2557,CORTIC-GAIT,480,15.04.03.00,H
2558,CORTIC-GAIT,481,15.04.03.00,I
2559,CORTIC-GAIT,482,15.04.03.00,J
2560,CORTIC-GAIT,490,15.04.03.00,I
2561,CORTIC-GAIT,491,15.04.03.00,H
2562,CORTIC-GAIT,492,15.04.03.00,I
2563,CORTIC-GAIT,493,15.04.03.00,I
2564,CORTIC-GAIT,560,15.04.03.00,I
2565,CORTIC-GAIT,590,15.04.03.00,J
2566,CORTIC-BLADDER,110,15.04.04.00,F
2567,CORTIC-BLADDER,111,15.04.04.00,F
2568,CORTIC-BLADDER,112,15.04.04.00,F
2569,CORTIC-BLADDER,120,15.04.04.00,F
2570,CORTIC-BLADDER,210,15.04.04.00,F
2571,CORTIC-BLADDER,211,15.04.04.00,F
2572,CORTIC-BLADDER,212,15.04.04.00,F
2573,CORTIC-BLADDER,213,15.04.04.00,H
2574,CORTIC-BLADDER,214,15.04.04.00,F
2575,CORTIC-BLADDER,220,15.04.04.00,F
2576,CORTIC-BLADDER,221,15.04.04.00,F
2577,CORTIC-BLADDER,230,15.04.04.00,F
2578,CORTIC-BLADDER,240,15.04.04.00,G
2579,CORTIC-BLADDER,250,15.04.04.00,G
2580,CORTIC-BLADDER,251,15.04.04.00,G
2581,CORTIC-BLADDER,290,15.04.04.00,F
2582,CORTIC-BLADDER,310,15.04.04.00,F
2583,CORTIC-BLADDER,311,15.04.04.00,F
2584,CORTIC-BLADDER,320,15.04.04.00,F
2585,CORTIC-BLADDER,321,15.04.04.00,F
2586,CORTIC-BLADDER,322,15.04.04.00,F
2587,CORTIC-BLADDER,330,15.04.04.00,F
2588,CORTIC-BLADDER,331,15.04.04.00,F
2589,CORTIC-BLADDER,332,15.04.04.00,F
2590,CORTIC-BLADDER,340,15.04.04.00,F
2591,CORTIC-BLADDER,341,15.04.04.00,H
2592,CORTIC-BLADDER,350,15.04.04.00,G
2593,CORTIC-BLADDER,351,15.04.04.00,G
2594,CORTIC-BLADDER,360,15.04.04.00,F
2595,CORTIC-BLADDER,370,15.04.04.00,F
2596,CORTIC-BLADDER,380,15.04.04.00,H
2597,CORTIC-BLADDER,390,15.04.04.00,G
2598,CORTIC-BLADDER,420,15.04.04.00,F
2599,CORTIC-BLADDER,430,15.04.04.00,F
2600,CORTIC-BLADDER,460,15.04.04.00,F
2601,CORTIC-BLADDER,470,15.04.04.00,F
2602,CORTIC-BLADDER,480,15.04.04.00,H
2603,CORTIC-BLADDER,481,15.04.04.00,H
2604,CORTIC-BLADDER,482,15.04.04.00,H
2605,CORTIC-BLADDER,490,15.04.04.00,H
2606,CORTIC-BLADDER,491,15.04.04.00,H
2607,CORTIC-BLADDER,492,15.04.04.00,H
2608,CORTIC-BLADDER,493,15.04.04.00,H
2609,CORTIC-BLADDER,560,15.04.04.00,G
2610,CORTIC-BLADDER,590,15.04.04.00,H
2611,CORTIC-ANOREC,110,15.04.05.00,F
2612,CORTIC-ANOREC,111,15.04.05.00,F
2613,CORTIC-ANOREC,112,15.04.05.00,F
2614,CORTIC-ANOREC,120,15.04.05.00,F
2615,CORTIC-ANOREC,210,15.04.05.00,F
2616,CORTIC-ANOREC,211,15.04.05.00,F
2617,CORTIC-ANOREC,212,15.04.05.00,F
2618,CORTIC-ANOREC,213,15.04.05.00,H
2619,CORTIC-ANOREC,214,15.04.05.00,F
2620,CORTIC-ANOREC,220,15.04.05.00,F
2621,CORTIC-ANOREC,221,15.04.05.00,F
2622,CORTIC-ANOREC,230,15.04.05.00,F
2623,CORTIC-ANOREC,240,15.04.05.00,G
2624,CORTIC-ANOREC,250,15.04.05.00,G
2625,CORTIC-ANOREC,251,15.04.05.00,G
2626,CORTIC-ANOREC,290,15.04.05.00,F
2627,CORTIC-ANOREC,310,15.04.05.00,F
2628,CORTIC-ANOREC,311,15.04.05.00,F
2629,CORTIC-ANOREC,320,15.04.05.00,F
2630,CORTIC-ANOREC,321,15.04.05.00,F
2631,CORTIC-ANOREC,322,15.04.05.00,F
2632,CORTIC-ANOREC,330,15.04.05.00,F
2633,CORTIC-ANOREC,331,15.04.05.00,F
2634,CORTIC-ANOREC,332,15.04.05.00,F
2635,CORTIC-ANOREC,340,15.04.05.00,F
2636,CORTIC-ANOREC,341,15.04.05.00,H
2637,CORTIC-ANOREC,350,15.04.05.00,G
2638,CORTIC-ANOREC,351,15.04.05.00,G
2639,CORTIC-ANOREC,360,15.04.05.00,F
2640,CORTIC-ANOREC,370,15.04.05.00,F
2641,CORTIC-ANOREC,380,15.04.05.00,H
2642,CORTIC-ANOREC,390,15.04.05.00,G
2643,CORTIC-ANOREC,420,15.04.05.00,F
2644,CORTIC-ANOREC,430,15.04.05.00,F
2645,CORTIC-ANOREC,460,15.04.05.00,F
2646,CORTIC-ANOREC,470,15.04.05.00,F
2647,CORTIC-ANOREC,480,15.04.05.00,H
2648,CORTIC-ANOREC,481,15.04.05.00,H
2649,CORTIC-ANOREC,482,15.04.05.00,H
2650,CORTIC-ANOREC,490,15.04.05.00,H
2651,CORTIC-ANOREC,491,15.04.05.00,H
2652,CORTIC-ANOREC,492,15.04.05.00,H
2653,CORTIC-ANOREC,493,15.04.05.00,H
2654,CORTIC-ANOREC,560,15.04.05.00,G
2655,CORTIC-ANOREC,590,15.04.05.00,H
2656,CORTIC-SEXUAL,110,15.04.06.00,F
2657,CORTIC-SEXUAL,111,15.04.06.00,F
2658,CORTIC-SEXUAL,112,15.04.06.00,F
2659,CORTIC-SEXUAL,120,15.04.06.00,F
2660,CORTIC-SEXUAL,210,15.04.06.00,F
2661,CORTIC-SEXUAL,211,15.04.06.00,F
2662,CORTIC-SEXUAL,212,15.04.06.00,F
2663,CORTIC-SEXUAL,213,15.04.06.00,F
2664,CORTIC-SEXUAL,214,15.04.06.00,F
2665,CORTIC-SEXUAL,220,15.04.06.00,F
2666,CORTIC-SEXUAL,221,15.04.06.00,F
2667,CORTIC-SEXUAL,230,15.04.06.00,F
2668,CORTIC-SEXUAL,240,15.04.06.00,F
2669,CORTIC-SEXUAL,250,15.04.06.00,F
2670,CORTIC-SEXUAL,251,15.04.06.00,F
2671,CORTIC-SEXUAL,290,15.04.06.00,F
2672,CORTIC-SEXUAL,310,15.04.06.00,F
2673,CORTIC-SEXUAL,311,15.04.06.00,F
2674,CORTIC-SEXUAL,320,15.04.06.00,F
2675,CORTIC-SEXUAL,321,15.04.06.00,F
2676,CORTIC-SEXUAL,322,15.04.06.00,F
2677,CORTIC-SEXUAL,330,15.04.06.00,F
2678,CORTIC-SEXUAL,331,15.04.06.00,F
2679,CORTIC-SEXUAL,332,15.04.06.00,F
2680,CORTIC-SEXUAL,340,15.04.06.00,F
2681,CORTIC-SEXUAL,341,15.04.06.00,F
2682,CORTIC-SEXUAL,350,15.04.06.00,F
2683,CORTIC-SEXUAL,351,15.04.06.00,F
2684,CORTIC-SEXUAL,360,15.04.06.00,F
2685,CORTIC-SEXUAL,370,15.04.06.00,F
2686,CORTIC-SEXUAL,380,15.04.06.00,F
2687,CORTIC-SEXUAL,390,15.04.06.00,F
2688,CORTIC-SEXUAL,420,15.04.06.00,F
2689,CORTIC-SEXUAL,430,15.04.06.00,F
2690,CORTIC-SEXUAL,460,15.04.06.00,F
2691,CORTIC-SEXUAL,470,15.04.06.00,F
2692,CORTIC-SEXUAL,480,15.04.06.00,F
2693,CORTIC-SEXUAL,481,15.04.06.00,F
2694,CORTIC-SEXUAL,482,15.04.06.00,F
2695,CORTIC-SEXUAL,490,15.04.06.00,F
2696,CORTIC-SEXUAL,491,15.04.06.00,F
2697,CORTIC-SEXUAL,492,15.04.06.00,F
2698,CORTIC-SEXUAL,493,15.04.06.00,F
2699,CORTIC-SEXUAL,560,15.04.06.00,F
2700,CORTIC-SEXUAL,590,15.04.06.00,F
2701,CORTIC-RESPIR,110,15.04.07.00,F
2702,CORTIC-RESPIR,111,15.04.07.00,E
2703,CORTIC-RESPIR,112,15.04.07.00,D
2704,CORTIC-RESPIR,120,15.04.07.00,D
2705,CORTIC-RESPIR,210,15.04.07.00,H
2706,CORTIC-RESPIR,211,15.04.07.00,E
2707,CORTIC-RESPIR,212,15.04.07.00,F
2708,CORTIC-RESPIR,213,15.04.07.00,F
2709,CORTIC-RESPIR,214,15.04.07.00,F
2710,CORTIC-RESPIR,220,15.04.07.00,E
2711,CORTIC-RESPIR,221,15.04.07.00,E
2712,CORTIC-RESPIR,230,15.04.07.00,E
2713,CORTIC-RESPIR,240,15.04.07.00,E
2714,CORTIC-RESPIR,250,15.04.07.00,F
2715,CORTIC-RESPIR,251,15.04.07.00,F
2716,CORTIC-RESPIR,290,15.04.07.00,F
2717,CORTIC-RESPIR,310,15.04.07.00,F
2718,CORTIC-RESPIR,311,15.04.07.00,G
2719,CORTIC-RESPIR,320,15.04.07.00,F
2720,CORTIC-RESPIR,321,15.04.07.00,F
2721,CORTIC-RESPIR,322,15.04.07.00,F
2722,CORTIC-RESPIR,330,15.04.07.00,F
2723,CORTIC-RESPIR,331,15.04.07.00,F
2724,CORTIC-RESPIR,332,15.04.07.00,F
2725,CORTIC-RESPIR,340,15.04.07.00,G
2726,CORTIC-RESPIR,341,15.04.07.00,G
2727,CORTIC-RESPIR,350,15.04.07.00,G
2728,CORTIC-RESPIR,351,15.04.07.00,G
2729,CORTIC-RESPIR,360,15.04.07.00,G
2730,CORTIC-RESPIR,370,15.04.07.00,G
2731,CORTIC-RESPIR,380,15.04.07.00,H
2732,CORTIC-RESPIR,390,15.04.07.00,H
2733,CORTIC-RESPIR,420,15.04.07.00,G
2734,CORTIC-RESPIR,430,15.04.07.00,H
2735,CORTIC-RESPIR,460,15.04.07.00,G
2736,CORTIC-RESPIR,470,15.04.07.00,H
2737,CORTIC-RESPIR,480,15.04.07.00,H
2738,CORTIC-RESPIR,481,15.04.07.00,H
2739,CORTIC-RESPIR,482,15.04.07.00,I
2740,CORTIC-RESPIR,490,15.04.07.00,I
2741,CORTIC-RESPIR,491,15.04.07.00,G
2742,CORTIC-RESPIR,492,15.04.07.00,H
2743,CORTIC-RESPIR,493,15.04.07.00,I
2744,CORTIC-RESPIR,560,15.04.07.00,H
2745,CORTIC-RESPIR,590,15.04.07.00,J
2746,PELVIC,110,15.05.XX.XX,C
2747,PELVIC,111,15.05.XX.XX,C
2748,PELVIC,112,15.05.XX.XX,D
2749,PELVIC,120,15.05.XX.XX,D
2750,PELVIC,210,15.05.XX.XX,D
2751,PELVIC,211,15.05.XX.XX,D
2752,PELVIC,212,15.05.XX.XX,E
2753,PELVIC,213,15.05.XX.XX,F
2754,PELVIC,214,15.05.XX.XX,F
2755,PELVIC,220,15.05.XX.XX,E
2756,PELVIC,221,15.05.XX.XX,E
2757,PELVIC,230,15.05.XX.XX,E
2758,PELVIC,240,15.05.XX.XX,E
2759,PELVIC,250,15.05.XX.XX,F
2760,PELVIC,251,15.05.XX.XX,E
2761,PELVIC,290,15.05.XX.XX,E
2762,PELVIC,310,15.05.XX.XX,F
2763,PELVIC,311,15.05.XX.XX,G
2764,PELVIC,320,15.05.XX.XX,F
2765,PELVIC,321,15.05.XX.XX,F
2766,PELVIC,322,15.05.XX.XX,F
2767,PELVIC,330,15.05.XX.XX,F
2768,PELVIC,331,15.05.XX.XX,F
2769,PELVIC,332,15.05.XX.XX,F
2770,PELVIC,340,15.05.XX.XX,G
2771,PELVIC,341,15.05.XX.XX,G
2772,PELVIC,350,15.05.XX.XX,G
2773,PELVIC,351,15.05.XX.XX,G
2774,PELVIC,360,15.05.XX.XX,G
2775,PELVIC,370,15.05.XX.XX,G
2776,PELVIC,380,15.05.XX.XX,H
2777,PELVIC,390,15.05.XX.XX,G
2778,PELVIC,420,15.05.XX.XX,H
2779,PELVIC,430,15.05.XX.XX,H
2780,PELVIC,460,15.05.XX.XX,H
2781,PELVIC,470,15.05.XX.XX,H
2782,PELVIC,480,15.05.XX.XX,I
2783,PELVIC,481,15.05.XX.XX,I
2784,PELVIC,482,15.05.XX.XX,J
2785,PELVIC,490,15.05.XX.XX,I
2786,PELVIC,491,15.05.XX.XX,H
2787,PELVIC,492,15.05.XX.XX,I
2788,PELVIC,493,15.05.XX.XX,H
2789,PELVIC,560,15.05.XX.XX,J
2790,PELVIC,590,15.05.XX.XX,J
2791,ARM-AMPUT,110,16.01.01.XX,E
2792,ARM-AMPUT,111,16.01.01.XX,G
2793,ARM-AMPUT,112,16.01.01.XX,H
2794,ARM-AMPUT,120,16.01.01.XX,H
